id,category,name,owner,contact,address,city,cityCode,phone,noRooms,noBeds
369,"****","Steinschalerhof","Almstätter Isa-Miranda","Mosch Hakon","Warth 20","Warth","3203","2489641",41,29
272,"****","Hotel Schloss Mailberg","Jamborszky Heaven","Ponischil Chelsey-Samira","Mailberg 1","Mailberg","2024","2165013",8,18
249,"*","Traubengarten Winkler","Rubnikar Emsar","Urban von Schwabenau Aimenaghawon-David","Untere Hauptstraße 28","Niederhollabrunn","2004","0943328",42,56
11,"*","Win Budget B&B","Pleschek Gesine","Lindenberg Kai-Alexander","Wiener Straße-Werkstraße 113/2.4 2.5","Wiener","2700","0023368",44,142
255,"**","Kaffee/Pension Eigl/Müssauer","Pechriegl Burak","Flicek Klaus-Josef","Stadtplatz 66","Litschau","3874","9071036",21,22
552,"**","Gasthof Mühlendorfer","Kreschbach Silvio-Ricco","Don Hulek Caroline-Sophie","Hauptstraße 186","Lanzenkirchen","2821","3168707",8,1
123,"*","Hotel Garni Neudörfl","Rapitsch Gashty","Kasafirek Sabrina-Teodora","Kranawettgasse 23","Neudörfl","7201","3300866",43,63
271,"*","Gästepension Sport 71","Bidrawa Maniel","Grimmling Emilianh","Lassallestrasse 71","Strasshof","2231","9915135",12,49
28,"*","Winrooms Seminar Hotel & Apartments","Fassmann Sadbere","Drda Alis","Wiener Straße - Werkstraße 115/1.1.B2","Wiener","2700","6367589",14,65
381,"*","WinBudget Guntramsdorf","Flamm Akay","Sininger Eyșan","114 Neudorferstraße","Guntramsdorf","2353","6727105",41,106
420,"***","Hotel Stadt Melk","Natmessnig Mahsar","Khuepach Kosmas","Hauptplatz 1","Melk","3390","6647695",27,160
501,"****","City Hotel Stockerau","Morcua Bekteş","von Martinez Seinullah","Hauptstraße 49","Stockerau","2000","6719312",11,17
489,"*","Pension Tennisweber","Brager Maisie","Faustner Arzi","Wallhofgasse 5","Schwechat","2320","1729861",23,58
251,"*****","Vita Ristorante Gasthof","Kayler Khairil-Anam","Stehfest Rrezarta","Peygarten-Ottenstein 8","Rastenfeld","3532","3369599",49,31
631,"**","Gästehaus Huber","Balvin Tinu-Florin","Prahar Cleon","Kamp 25","Arbesbach","3925","4612197",27,14
500,"****","Landhotel Wachau","Brzezowsky Csilla","Kropik Sofija-Lena","Luberegg 20","Emmersdorf","3644","7534015",30,56
69,"*","Rathauskeller Melk","Beffert Larentina","Pocnar Liria","Rathausplatz 13","Melk","3390","4317997",28,54
548,"****","Hotel Ur-Wachau","Varges Tizian-Palinus","Palitschek Tamar","Obere Bachgasse 83","Weißenkirchen","3610","5990372",71,463
350,"**","Ferienhof Stanzl","Lamer Stanislav","Gratzhofer Leman-Yasemin","Grünbach 9","Rappottenstein","3911","6280919",12,33
495,"**","SCHLOSS KRUMBACH","Nowieki Nicanor","Agisim Alma-Ada","Schloss 1","Krumbach","2851","5601367",31,7
405,"***","Landgasthof Reinberger","Franfurter Olawale","Kotlan Yanina","11 Kreisbacher Straße","Wilhelmsburg","3150","5886731",37,69
342,"*","Gästehaus Familie Grudl","Kolosar Namu","Eruth Yusuf-Kerem","Bärnkopf 16","Bärnkopf","3665","5566964",19,59
131,"***","Stadthotel Waidhofen an der Thaya","Minuba Neguun","Laukota Sohayla","Hauptplatz 25","Waidhofen","3830","0397734",35,25
168,"*","Gasthof Mang","Podsedek Arshpreet","Uhlirch Midjan","Herrengasse 8","Ybbs","3370","3736426",2,5
12,"****","Diamond City Hotel Tulln","Kendrick Jotsrup","Kwasnitschka Ozzy","Nussallee 18","Tulln","3430","0800422",41,345
71,"**","Landgasthof zum Goldenen Hirschen","Tsing Panav","Gahl Asena","Landstraße 51","Bierbaum","3462","0004961",31,131
88,"*","Good Rooms GmbH Guntramsdorf","Ritter von Grosser Alexin","Arndt Nori"," Guttmannstraße 1","Guntramsdorf","2353","2599431",35,183
184,"****","Das Schloss an der Eisenstrasse","Holetz Bettina-Corina","Hanatschek Urije","Am Schlossplatz 1","Waidhofen","3340","1157006",60,283
51,"**","Hotel Tullnerfeld","Jatzka Márk","Kridel Elvinie","Überländstraße 4","Tulln","3442","2309493",55,118
603,"**","Nibelungenmotel Pöchlarn","Rosinak Hannah-Aisha","Koeller Esilya","Manker Straße 54a","Pöchlarn","3380","6347869",23,184
21,"****","Hotel Karl-Wirt","von Löwenthal Daniela-Dalina","Krottinger Levi-Ionathan","Ketzergasse 155","Perchtoldsdorf","2380","1614403",22,79
46,"****","Eventhotel Pyramide","Levinger Chidera","Unsim Mirřan","Parkallee 2","Vösendorf","2334","7647296",13,11
543,"***","Hotel zur Linde","Koosz Dalian","Tholen Chinar","Westbahnstraße 32","Sankt","4300","8060536",6,17
569,"**","Ötscherschutzhütte","Hrakowitz Giuseppe","Fürst de Maróth Noelani","Ötscher 1","Lackenhof","3295","4998938",1,3
270,"**","Chalet","Abbott Göktürk","Obermuellner Shiyar","Am Stein 21","Engabrunn","3492","9167144",20,54
678,"**","Asia Wok Ybbshof","Zobel Elisabeth-Christa","Kahn Lucille","Stauwerkstraße 71","Ybbs","3370","2961265",16,93
406,"**","Stadthotel Hauser Eck","Tano Ankhiluun","Pocher Saija","Schulgasse 2","St.","3100","0346741",29,29
116,"***","MSC Hotel","Pellmann Alhussein","Bielske Timeus","Schwarzottstraße 2a","Neunkirchen","2620","7379339",58,479
149,"*****","Gasthof Kremslehner","Rathwallner Marie-Christine","Kratochvile Amalina","Austraße 1","Stephanshart","3321","5921796",2,13
403,"****","Grandhotel Niederösterreichischer Hof","Pichenberger Karen","Snggo Lauris-Benedikt","Parkallee 1","Lanzenkirchen","2821","2459747",82,335
151,"***","Das Himberg","Haustecky Louis-Gabriel","Wicudilik Sedef","Gutenhofer Straße 8","Himberg","2325","4384246",41,110
65,"***","Hotel Marc Aurel","Mireisz Gerhard-Simon","Wosch Philobatir","Hauptstraße 10","Petronell","2404","3277886",18,15
443,"****","Panoramahotel Wagner Das Biohotel am Semmering","Ferenczi Elettra","Wengler Flavour","Hochstraße 62","Semmering","2680","4747482",3,2
387,"***","Waldpension Mück","Adamek Nameer","Schwalbl Yaşar-Eymen","118 Wozniczakgasse","Gars","3571","7953253",10,9
578,"*","Junges Hotel Annaberg","Zey Anis","Halmdienst Jolanta","Annarotte 77","Annaberg","3222","9397527",43,70
556,"*","Kaiserhof","Wieheim Aylin-Özlem","Vejborny Karol-Julian","Prein 25","Reichenau","2651","3722688",11,53
383,"***","Orange Wings Krems","Fellmayer Shela","Baumstengl Rias","Hofrat-Erben-Straße 4","Krems","3500","5431556",10,8
629,"**","Haus 7 Stadtmitte","Benner Sherif","Stranimaier Taha","Wiener Straße 7","Melk","3390","5908352",14,77
349,"*","Pension Oprescu","Flori Veldina","Dobos Andreas-Leopold","32 Raasdorfer Straße","Leopoldsdorf","2285","3345492",54,176
372,"**","OBENauf in Unternalb","Junez Dominique-Andrei","Dukes Enise-Hanim","Kirchfeldstraße 63","Unternalb","2070","6142313",66,466
433,"****","Hotel Richard Löwenherz","Holitz Cömert","Huffschmidt Nevile","Dürnstein 8","Dürnstein","3601","1933183",64,78
563,"*","Landgasthof Kammerhof","Trarisani Leopoldine-Barbara","Tychy Hyra","Kammerhofstr. 1","Hofstetten","3202","4171024",28,2
93,"****","Tennis Golf Hotel Höllrigl","Zlatuska Mahdy","Frühling Abdifatah","Hauptstraße 29","Kottingbrunn","2542","0933080",2,5
347,"**","Gasthof Marchhart","Szczepanek Theophil","Bixa Derenik","5 Am Kirchenberg","Gerolding","3392","8221458",4,18
351,"**","Hotel Eldu","Schotzko Nefise","Rauschal Schayan","Hauptstrasse 18-20","Zistersdorf","2225","1987730",54,138
169,"*","Wildenauer's","Michalovics Lalina","Wörsdorfer Titanilla","Laxenburgerstraße 1","Biedermannsdorf","2362","1702955",2,7
29,"*","Gasthof Staudach","Holzinger Zvezdana","Wimberg Francina","Walcherbauer 5","Hollenstein","3343","9130723",44,266
162,"**","HB1 Budget Hotel","Bentz Jonn","Kämmerle Timeia","Industriezentrum NÖ Süd","Wiener","2355","7179524",50,165
662,"**","Museumsquartier Nord","Maisch Raiana","Schwanert Nuar","Professor Kneslplatz 12","Bad","2222","7607530",25,104
561,"*","neuningerHOF","Burrowes Yuel","Friedberger Neungruethai","Hauptstrasse 13","Schönberg","3562","5622431",6,3
602,"*","Landhaus Wachau","Kuhnle Yaseen","Steinriegel Devriye","Aggsbach Markt 86","Aggsbach","3641","7888228",46,28
24,"****","At the Park Hotel","Cairetti Eila","Kuso Finneas","Kaiser-Franz-Ring 5","Baden","2500","5652736",74,395
339,"*","Haus Bergblick","Drabek Osman-Nuri","Blodicek Arija","Nettinger Straße 302","Maiersdorf","2724","5310331",8,12
691,"**","Weingut zur Schlafmütze","Heisig Joy-Lina","Lekisch Kristijano","Große Zeile 24","Herrnbaumgarten","2171","6442069",12,49
79,"****","Kayserhof","Biegel Rigo","Bohatetz Nina-Magdalena","1 Neidlinger Straße","Karlstetten","3121","7428879",15,51
436,"***","G&K Hotel","Schesinger Irene","Langenfelder Faruk","Klingerstraße 2","Guntramsdorf","2353","6860412",3,3
142,"**","Wolfsberghof","Kremlizka Padraig","Wojtech Ada","Wolfsbergstraße 5","Angern","3506","7448028",8,44
238,"***","Schloss Gumpoldskirchen","Teichel Tarja","Halama Emilia-Catalea","Kirchenplatz 4","Gumpoldskirchen","2352","7989646",39,96
632,"**","Gasthaus Hofmann Angelika","Stefko Chloè","Cancura Annisa","Waagstraße 10","Loosdorf","3382","0157085",20,26
410,"****","Hotel Landhaus Moserhof","Gergens Laas-Felix","Hobitzel Haddy","Wiener Straße 53","Gumpoldskirchen","2352","6580280",23,115
673,"*","Wurzer Johann","Willnecker Treu","Habegger Ninon","Laimbach 12","Laimbach","3663","9510449",33,106
685,"**","Rettensteinerhof Wirtshaus Hilbinger","Warady Islim","Brouczek Kuljinder","Dorf 39","Hollenstein","3343","8693279",30,152
6,"****","ad vineas Gästehaus Nikolaihof-Hotel Garni","Oczipinski Fereshta","Beroun Zi","Kainzstraße 14","Mautern","3512","9046678",25,10
141,"****","Hotel Restaurant zur Post","Hohenegger Laura-Marie","Zakovsky Tarndeep","Linzer Straße 1","Melk","3390","6487880",14,30
60,"***","Wachauerhof","von Palitschek Bennett","Djedina Loïc","Wiener Straße 30","Melk","3390","8846318",97,184
435,"****","Hotel Restaurant Höldrichsmühle","Püfle Sandro-Leon","Stadick Vidhi","Gaadnerstraße 34","Hinterbrühl","2371","2992943",21,157
546,"*","Bed & Breakfast Feriendorf Herrensee","Sussitz Sedef","Gauditsch Leviah","Buchenstraße 1","Litschau","3874","8251280",6,5
516,"*","Gasthof-Pension Schwarzer Bär","Bansky Lisa-Medarda","Koneczny Vanesse","Ybbstorgasse","Waidhofen","3340","1422498",12,24
72,"*","Vierzigerhof","Podivensky Manef","Schgör Gergö","Rudolfstraße 11","Langenlois","3550","2806094",25,7
33,"*","I´m Inn Wieselburg","Pokoschelsky Mudasser","Stökel Coletta","2 Volksfestplatz","Wieselburg","3250","7764583",47,53
148,"**","Biobauernhof Poidlbauer","Tewissen Nasir","Pfannenschwarz Baylon","Konigsberg 21","Göstling","3345","1009329",26,215
215,"***","Seminarhotel Göttlesbrunn","Fenderl Helya","Empfinger Beyzanaz","A4 Ostautobahn","Göttlesbrunn","2464","3935190",34,163
229,"****","Romantik Hotel Goldener Stern","Papausek Snejana","Handelberger Shpètim","Stadtplatz 15","Gmünd","3950","3909012",13,75
538,"**","Gasthof Hinterleithner","Moschkowitz Shanna","von Redern Mya","Weinserstraße 95","Persenbeug","3681","2272618",6,34
31,"****","Jagdhof Hotel","Plamansky Eldar","Klic Sampo","Weitental 34","Lackenhof","3295","4058322",10,8
61,"****","Lifestyle Hotel Leithana","Diringer Dior","Kvet Melissa-Alexandra","Parkbadstraße 6","Bruck","2460","6184403",35,36
333,"**","Alter Winzerkeller","Hansalin Levana","Babler Zahida","Roßplatz 1","Kirchberg","3470","7187124",5,32
156,"**","Grafenegg Cottages","Eyrl Mareta","Kukenberger Amelia-Katarina","Schloss Grafenegg","Grafenegg","3485","7205558",26,77
588,"*","Biohof Teufel","Garab Ramon","Kment Jacquline","Graben 1","Lunz","3293","7476978",61,157
645,"***","Hotel Gasthof Seeland","Itzcovitz Anna-Aurora","Krebecek Blakely","114 Goldegger Straße","St.","3100","6931919",69,311
214,"****","Hotel Restaurant Öhlknechthof","Schulhof de Dombovár Merina","von Schimmelpfennig Cabiv","Prager Straße 3-5","Horn","3580","9053830",24,10
235,"*","Villen","Ledvits Loris","Lischko Roopjot","Passtraße 12","Semmering","2680","7287621",55,147
472,"***","Belvedere","Tomasowitz Sharon-Talissa","Gierl Buğra","Hochstraße 6","Semmering","2680","2040902",25,65
475,"*","Vendégház Türnitzben","Melicher Laiza","Fekete Alije","Unterer Markt 2.","Türnitz","3184","3113166",7,10
442,"***","Motel Baden","Saib Claire","Leisser Jolien-Summer","Haidhofstraße 2 / Schützengasse 36","Baden","2500","3707201",2,11
635,"**","Gwörthwirt","Ruchinger Szonja","Silinger Thalia","Gwörth 3","Kasten","3072","0610245",2,11
447,"**","Schlaffass - Schlafen im Holzfass","Pietka Olivia-Chelsea","Krojer Seila","Dumba Park 1","Tattendorf","2523","6726807",20,141
297,"*","Dorfwirtshaus Rauch","Lezak Celio","Ploub Mehvan","Eschabruck 11","Eschabruck","3533","8635887",59,73
